DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
15K519,Cobble Hill School of American Studies,High School,596,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,80%,70%,79%,56%,75%,78%,Developing,Developing,Proficient,Proficient,Proficient,"December 5-6, 2013",2.31,2.15,9.10%,21.30%,7.90%,69.30%,9.20%,53.40%,4.50%,63.80%,25.00%,4.40%,4.8,61.10%,82.80%,45.00%,96.20%
15K592,Khalil Gibran International Academy,High School,174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88%,92%,89%,84%,80%,96%,Proficient,Proficient,Proficient,Well Developed,Well Developed,21-Apr-15,2.21,2.07,32.80%,17.80%,1.70%,64.90%,16.10%,44.30%,15.50%,48.30%,6.30%,27.60%,3.8,50.00%,89.80%,26.10%,96.70%
15K656,Brooklyn High School of the Arts,High School,870,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,81%,72%,75%,68%,69%,81%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,21-Apr-15,2.61,2.41,1.30%,11.60%,3.00%,58.90%,5.40%,43.00%,1.70%,70.30%,22.50%,2.00%,7,63.50%,91.10%,25.60%,97.30%
15K667,Sunset Park High School,High School,1333,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,83%,84%,84%,82%,74%,90%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,24-Mar-15,2.26,2.2,16.40%,22.00%,5.20%,74.80%,6.60%,60.80%,7.30%,8.50%,77.30%,6.80%,0.8,58.60%,85.50%,36.90%,96.00%
15K684,Millennium Brooklyn HS,High School,566,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,92%,94%,89%,93%,78%,94%,Proficient,Proficient,Proficient,Proficient,Proficient,"November 13-14, 2013",3.28,2.98,0.50%,11.00%,0.40%,39.30%,2.70%,23.70%,9.50%,26.00%,27.20%,31.10%,4,49.10%,93.90%,17.30%,97.50%
16K393,Frederick Douglass Academy IV Secondary School,High School,92,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,90%,87%,90%,77%,87%,83%,Developing,Proficient,Developing,Proficient,Developing,30-Apr-15,2.21,1.95,1.10%,34.80%,13.00%,74.40%,14.10%,60.90%,1.10%,82.60%,14.10%,1.10%,4.6,63.60%,78.90%,65.00%,97.20%
16K455,Boys and Girls High School,High School,648,Approaching Target,Approaching Target,N/A,Approaching Target,Meeting Target,Meeting Target,Approaching Target,86%,81%,82%,75%,81%,87%,Developing,Developing,Developing,Developing,Developing,12-Mar-15,2.14,2.02,4.90%,25.90%,12.70%,76.30%,16.50%,58.20%,0.90%,87.20%,8.60%,1.70%,,85.40%,78.40%,60.30%,96.80%
16K498,Brooklyn High School for Law and Technology,High School,596,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,72%,76%,73%,71%,64%,85%,Proficient,Proficient,Proficient,Well Developed,Proficient,23-Apr-15,2.38,2.21,2.70%,17.10%,1.80%,73.00%,7.60%,59.10%,2.50%,71.10%,23.80%,1.20%,0.8,72.70%,90.20%,23.10%,97.10%
16K594,Gotham Professional Arts Academy,High School,226,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,90%,82%,80%,72%,82%,88%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,13-May-15,2.3,2.11,1.80%,23.50%,0.90%,76.80%,19.90%,58.00%,0.90%,81.90%,14.60%,1.30%,8,87.50%,77.70%,58.50%,96.30%
16K688,The Brooklyn Academy of Global Finance,High School,152,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,85%,95%,81%,91%,76%,93%,Proficient,Developing,Developing,Proficient,Proficient,16-Dec-14,2.11,2.03,11.20%,30.30%,5.90%,79.50%,18.40%,61.20%,5.90%,71.70%,20.40%,2.00%,2.8,23.10%,80.50%,56.00%,97.40%
16K765,Nelson Mandela High School,High School,124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88%,94%,78%,94%,76%,95%,Proficient,Developing,Proficient,Proficient,Developing,23-Mar-15,2.19,2.16,1.60%,21.00%,4.80%,81.10%,12.10%,65.30%,0.00%,86.30%,10.50%,2.40%,1,100.00%,85.50%,52.00%,96.80%
17K122,Pathways in Technology Early College High School (,High School,438,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,94%,86%,83%,85%,76%,90%,Proficient,Proficient,Developing,Well Developed,Proficient,"December 11-12, 2013",2.49,2.31,2.10%,15.50%,0.50%,59.00%,5.30%,43.20%,3.00%,85.60%,9.10%,0.70%,4,78.60%,92.20%,18.90%,98.30%
17K382,Academy for College Preparation and Career Explora,High School,505,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,79%,76%,75%,68%,70%,77%,Proficient,Proficient,Proficient,Proficient,Proficient,"January 13-14, 2014",2.22,2.09,6.40%,19.60%,0.80%,68.40%,9.00%,52.40%,1.70%,84.60%,12.30%,0.80%,5,76.70%,82.60%,41.40%,96.60%
17K408,Academy of Hospitality and Tourism,High School,285,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,80%,86%,74%,89%,67%,87%,Proficient,Developing,Developing,Proficient,Proficient,8-May-15,2.14,1.98,15.80%,23.20%,1.80%,64.90%,14.70%,48.10%,3.50%,84.60%,10.20%,1.10%,9,77.80%,82.50%,41.70%,96.60%
17K524,International High School at Prospect Heights,High School,414,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,80%,90%,89%,80%,82%,91%,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,14-Apr-15,1.79,2.02,87.40%,7.20%,0.50%,70.40%,18.40%,47.80%,18.40%,29.00%,38.90%,13.30%,5.4,87.50%,87.10%,35.20%,95.90%
17K528,The High School for Global Citizenship,High School,246,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,87%,88%,84%,88%,89%,89%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,18-Mar-15,2.22,2.05,14.60%,15.40%,0.80%,64.20%,11.80%,43.10%,1.60%,82.10%,13.00%,2.80%,4.9,83.30%,87.40%,33.10%,98.10%
17K531,"School for Human Rights, The",High School,424,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,97%,99%,86%,95%,80%,94%,Proficient,Proficient,Proficient,Proficient,Proficient,10-Dec-14,2.32,2.19,5.20%,17.50%,0.30%,68.70%,6.50%,50.50%,1.40%,90.70%,6.50%,1.00%,8,92.00%,91.30%,23.50%,95.80%
17K533,School for Democracy and  Leadership,High School,319,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,84%,72%,77%,76%,72%,85%,Proficient,Developing,Developing,Well Developed,Proficient,"April 9-10, 2014",2.25,2.14,5.40%,23.60%,1.90%,65.30%,14.00%,43.40%,0.80%,87.60%,7.40%,2.30%,3.8,74.10%,79.90%,54.30%,96.80%
17K537,High School for Youth and Community Development at,High School,384,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,86%,89%,80%,84%,81%,90%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,23-Apr-15,2.2,2.05,7.30%,23.40%,0.80%,65.90%,9.90%,52.10%,2.30%,85.40%,8.90%,2.10%,10.3,85.70%,88.60%,35.40%,96.90%
17K539,High School for Service & Learning at Erasmus,High School,445,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,88%,86%,76%,84%,78%,86%,Proficient,Developing,Proficient,Proficient,Proficient,20-Jan-15,2.23,2.06,8.50%,19.30%,0.70%,64.00%,8.30%,48.50%,2.70%,82.50%,10.60%,2.00%,3.8,73.90%,86.50%,36.30%,97.10%
17K543,"Science, Technology and Research Early College Hig",High School,516,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,97%,96%,89%,91%,90%,94%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,7-Jan-15,3.01,2.85,0.00%,4.00%,0.00%,53.60%,2.80%,39.00%,4.00%,87.10%,6.40%,0.90%,7,75.90%,95.50%,13.00%,97.40%
17K544,International Arts Business School,High School,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,90%,100%,82%,84%,87%,Developing,Developing,Developing,Proficient,Proficient,1-Dec-14,2.71,2.61,0.00%,8.30%,0.00%,48.20%,0.00%,33.30%,8.30%,75.00%,16.70%,0.00%,3.3,100.00%,93.70%,,96.90%
17K546,High School for Public Service: Heroes  of Tomorro,High School,454,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,88%,94%,88%,90%,75%,94%,Proficient,Proficient,Proficient,Proficient,Proficient,14-Jan-15,2.84,2.7,1.50%,10.10%,0.40%,61.50%,4.60%,48.00%,5.30%,75.80%,17.40%,1.10%,2.4,96.00%,92.40%,19.00%,95.50%
17K547,Brooklyn Academy of Science and the Environment,High School,453,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,83%,86%,78%,84%,76%,91%,Well Developed,Proficient,Proficient,Proficient,Proficient,14-May-15,2.29,2.18,7.10%,16.10%,1.10%,67.20%,12.10%,50.60%,5.30%,80.10%,12.60%,1.30%,12,74.20%,91.00%,23.60%,96.90%
17K548,Brooklyn School for Music & Theatre,High School,386,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,82%,77%,75%,78%,77%,80%,Proficient,Developing,Proficient,Proficient,Proficient,13-Mar-15,2.3,2.11,0.80%,16.10%,0.50%,70.80%,12.70%,55.20%,0.80%,82.60%,15.80%,0.80%,8,74.10%,88.70%,32.10%,97.00%
17K590,Medgar Evers College Preparatory School,High School,1271,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,N/A,N/A,Meeting Target,87%,89%,79%,80%,81%,85%,Well Developed,Well Developed,Proficient,Well Developed,Proficient,18-May-15,3.09,2.97,0.60%,4.20%,0.50%,46.40%,2.80%,31.20%,2.90%,90.90%,3.30%,0.60%,13.9,81.70%,94.40%,15.10%,97.00%
17K600,Clara Barton High School,High School,1499,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,83%,74%,73%,68%,70%,79%,Developing,Developing,Developing,Proficient,Proficient,9-Feb-15,2.37,2.21,9.50%,16.80%,8.00%,62.60%,8.10%,47.40%,1.80%,89.50%,5.70%,0.90%,8.4,89.80%,88.00%,31.20%,97.10%
17K745,Brooklyn Institute for Liberal Arts,High School,253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81%,89%,85%,87%,81%,89%,Well Developed,Proficient,Proficient,Well Developed,Proficient,12-Mar-15,2.24,2.08,6.70%,19.40%,0.80%,64.50%,14.60%,45.80%,1.60%,94.10%,3.20%,0.40%,3,10.50%,93.80%,14.50%,97.40%
17K751,Academy for Health Careers,High School,373,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,78%,87%,76%,86%,72%,89%,Developing,Developing,Developing,Proficient,Proficient,25-Mar-15,2.39,2.24,2.70%,13.90%,3.20%,70.60%,13.10%,54.20%,1.60%,85.50%,8.80%,0.80%,5,50.00%,84.40%,48.90%,96.30%
18K563,It Takes a Village Academy,High School,566,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,93%,93%,82%,92%,88%,91%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,25-Feb-15,2.39,2.24,19.60%,12.90%,0.70%,58.00%,8.10%,40.30%,0.50%,90.30%,5.70%,1.10%,8,81.60%,91.80%,19.70%,96.80%
18K566,Brooklyn Generation School,High School,286,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,89%,91%,83%,91%,75%,90%,Proficient,Developing,Proficient,Proficient,Proficient,16-Apr-15,2.24,2.07,8.00%,24.50%,3.80%,60.70%,8.70%,46.50%,1.70%,85.00%,8.70%,1.40%,3.8,76.00%,91.50%,24.70%,96.40%
18K567,Brooklyn Theatre Arts High School,High School,395,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,91%,88%,80%,79%,73%,88%,Proficient,Developing,Proficient,Proficient,Proficient,"November 18-19, 2013",2.29,2.06,3.80%,18.20%,1.30%,72.50%,11.60%,59.70%,0.50%,82.00%,13.20%,1.80%,2.9,79.20%,84.70%,42.80%,97.00%
18K569,Kurt Hahn Expeditionary Learning School,High School,341,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,82%,87%,84%,82%,84%,89%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,15-May-15,2.3,2.11,3.80%,20.50%,0.30%,58.60%,12.60%,40.50%,1.20%,91.20%,6.70%,0.30%,0.9,83.30%,90.90%,23.30%,94.00%
18K576,Victory Collegiate High School,High School,331,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,83%,84%,89%,79%,73%,91%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,13-May-15,2.32,2.14,1.80%,19.90%,0.30%,60.80%,9.70%,45.60%,0.90%,88.80%,6.30%,1.20%,8,47.80%,90.90%,27.50%,97.10%
18K589,Arts & Media Preparatory Academy,High School,279,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,80%,75%,79%,79%,74%,82%,Developing,Developing,Developing,Proficient,Proficient,30-Apr-15,2.29,2.06,3.90%,19.40%,0.70%,75.10%,12.50%,59.10%,1.10%,82.80%,12.50%,1.40%,1,61.90%,84.30%,53.10%,97.00%
18K617,High School for Innovation in Advertising and Medi,High School,303,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,73%,73%,85%,71%,71%,85%,Proficient,Developing,Proficient,Proficient,Proficient,13-Nov-14,2.2,2.06,5.90%,19.80%,2.30%,60.40%,9.20%,45.90%,1.30%,85.80%,9.60%,2.60%,7,68.00%,86.80%,37.10%,95.70%
18K629,Cultural Academy for the Arts and Sciences,High School,353,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,70%,71%,79%,71%,74%,82%,Proficient,Developing,Developing,Proficient,Proficient,6-May-15,2.21,2.1,5.90%,22.10%,0.60%,58.60%,8.80%,42.50%,0.60%,90.40%,8.50%,0.60%,7,81.50%,83.60%,43.50%,95.50%
18K633,High School for Medical Professions,High School,432,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,85%,89%,81%,87%,74%,87%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"Apr 16-17, 2013",2.51,2.34,2.30%,14.10%,0.00%,63.40%,5.80%,50.20%,2.80%,81.90%,13.20%,0.20%,1.8,67.90%,91.80%,25.50%,97.00%
18K637,Academy for Conservation and the Environment,High School,308,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,86%,87%,80%,91%,86%,91%,Proficient,Proficient,Proficient,Proficient,Well Developed,"April 2-3, 2014",2.23,2.1,7.10%,23.10%,1.60%,64.70%,14.30%,49.70%,1.60%,86.00%,9.70%,1.30%,3.8,52.20%,84.60%,50.30%,97.70%
18K642,Urban Action Academy,High School,309,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,85%,88%,80%,93%,80%,91%,Developing,Developing,Proficient,Proficient,Proficient,13-Nov-14,2.22,2.09,10.70%,20.10%,3.90%,60.10%,9.10%,43.40%,2.90%,79.00%,12.30%,4.20%,2,65.20%,83.60%,51.50%,
19K404,Academy for Young Writers,High School,547,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,71%,85%,78%,87%,75%,92%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,3-Dec-14,2.58,2.16,1.00%,16.40%,0.00%,70.50%,7.20%,51.00%,1.50%,73.10%,21.90%,1.20%,4.9,52.50%,89.00%,37.80%,96.50%
19K409,East New York Family Academy,High School,479,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,87%,85%,80%,84%,71%,90%,Proficient,Developing,Proficient,Proficient,Proficient,"May 21-22, 2014",2.51,2.48,2.50%,14.40%,0.00%,71.60%,5.80%,51.80%,2.20%,67.60%,29.50%,0.40%,1.6,71.90%,88.00%,39.90%,98.20%
19K502,FDNY High School for Fire and Life Safety,High School,324,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,74%,71%,83%,73%,87%,83%,Proficient,Proficient,Proficient,Proficient,Proficient,25-Nov-14,2.14,2.03,4.60%,25.90%,3.10%,77.20%,11.70%,63.00%,1.20%,71.60%,24.40%,1.90%,7.9,76.50%,80.60%,51.10%,94.80%
19K504,High School for Civil Rights,High School,319,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,91%,93%,87%,84%,77%,93%,Developing,Developing,Developing,Developing,Developing,21-Apr-15,2.15,1.99,7.80%,28.50%,0.90%,74.10%,16.60%,53.00%,0.30%,74.00%,22.90%,1.90%,8.8,100.00%,75.40%,66.60%,97.00%
19K507,Performing Arts and Technology High School,High School,406,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,89%,89%,78%,87%,78%,89%,Proficient,Developing,Proficient,Proficient,Proficient,1-Apr-15,2.24,2.09,2.50%,20.70%,3.20%,76.30%,11.30%,62.10%,0.20%,80.80%,18.20%,0.50%,2,83.30%,81.20%,55.60%,97.10%
19K510,World Academy for Total Community Health High Scho,High School,284,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,91%,87%,78%,85%,74%,86%,Proficient,Developing,Developing,Proficient,Proficient,10-Dec-14,2.2,2.08,11.30%,23.60%,1.10%,71.00%,11.30%,53.90%,2.50%,75.70%,19.00%,1.40%,1.7,72.20%,81.20%,52.40%,97.60%
19K583,Multicultural High School,High School,229,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,85%,89%,84%,82%,81%,93%,Proficient,Developing,Developing,Proficient,Proficient,19-Dec-14,1.76,1.95,90.00%,2.20%,0.40%,72.80%,12.70%,49.80%,0.00%,0.00%,99.60%,0.40%,3.8,81.80%,84.80%,49.80%,96.60%
19K615,Transit Tech Career and Technical Education High S,High School,1093,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,78%,76%,74%,71%,69%,83%,Developing,Developing,Proficient,Proficient,Proficient,15-Apr-15,2.24,2.15,4.80%,23.60%,6.80%,72.40%,7.80%,57.10%,6.10%,63.60%,27.20%,1.30%,1.8,86.80%,85.60%,35.40%,95.50%
19K618,Academy of Innovative Technology,High School,413,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,84%,89%,86%,88%,78%,94%,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 26-27, 2014",2.24,2.1,9.90%,24.20%,2.40%,68.90%,8.50%,51.60%,5.30%,45.50%,45.50%,1.20%,7,71.10%,82.30%,53.90%,97.30%
19K639,Brooklyn Lab School,High School,334,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,80%,70%,77%,70%,71%,77%,Proficient,Developing,Developing,Developing,Proficient,25-Feb-15,2.18,2.04,17.70%,23.40%,0.90%,80.70%,13.50%,66.50%,5.40%,35.60%,56.90%,0.90%,3.8,52.00%,73.60%,61.60%,94.20%
19K659,Cypress Hills Collegiate Preparatory School,High School,330,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,77%,64%,79%,56%,67%,74%,Proficient,Developing,Proficient,Proficient,Proficient,21-Apr-15,2.21,2.04,20.90%,18.80%,0.90%,77.20%,10.60%,63.30%,4.50%,19.70%,71.20%,3.30%,2.8,69.60%,78.30%,55.10%,94.40%
19K660,W. H. Maxwell Career and Technical Education High,High School,506,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,87%,87%,82%,81%,76%,90%,Proficient,Proficient,Proficient,Proficient,Proficient,"October 22-23, 2013",2.1,2,5.90%,30.00%,17.60%,81.80%,13.20%,68.00%,1.00%,69.60%,28.10%,0.60%,6.8,95.00%,73.40%,64.40%,95.90%
19K683,"The School for Classics: An Academy of Thinkers, W",High School,308,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,89%,92%,84%,84%,79%,91%,Proficient,Proficient,Proficient,Well Developed,Well Developed,18-Nov-14,2.34,2.09,13.60%,21.80%,13.00%,76.40%,9.40%,60.70%,7.80%,60.70%,26.00%,4.20%,0.4,73.10%,83.90%,47.50%,96.60%
19K764,The Urban Assembly School for Collaborative Health,High School,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85%,88%,76%,76%,78%,83%,Proficient,Developing,Proficient,Proficient,Proficient,21-May-15,2.45,2.2,9.70%,9.70%,0.00%,66.20%,9.70%,45.20%,11.30%,40.30%,32.30%,4.80%,1,0.00%,88.80%,39.00%,98.00%
20K445,New Utrecht High School,High School,3480,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,83%,86%,81%,80%,65%,87%,Proficient,Developing,Developing,Proficient,Proficient,"December 4-5, 2013",2.42,2.55,20.10%,16.60%,6.50%,67.10%,10.30%,51.60%,38.60%,4.00%,29.00%,27.60%,7.6,85.70%,88.30%,28.50%,96.60%
20K485,High School of  Telecommunication Arts and Technol,High School,1329,N/A,N/A,N/A,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,88%,93%,88%,89%,75%,93%,N/A,N/A,N/A,N/A,N/A,,2.56,2.59,6.50%,22.10%,4.20%,63.60%,2.60%,50.00%,18.00%,7.70%,56.70%,16.30%,1.4,70.40%,93.30%,18.20%,95.70%
20K490,Fort Hamilton High School,High School,4372,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,88%,89%,81%,81%,64%,86%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,8-May-15,2.63,2.69,18.30%,14.60%,5.90%,62.80%,8.70%,47.00%,30.10%,4.50%,29.20%,34.10%,2.8,83.70%,93.30%,17.00%,96.20%
20K505,Franklin Delano Roosevelt High School,High School,3220,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,85%,89%,83%,82%,65%,90%,Developing,Developing,Developing,Proficient,Proficient,20-Apr-15,2.34,2.38,34.40%,13.70%,7.90%,71.60%,16.10%,51.80%,40.10%,11.50%,29.30%,18.60%,4.8,84.10%,85.00%,39.90%,96.20%
20K609,Urban Assembly School for Criminal Justice,High School,496,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,87%,89%,88%,85%,73%,90%,Proficient,Proficient,Developing,Proficient,Proficient,"November 20-21, 2013",2.55,2.38,10.20%,13.70%,0.30%,71.00%,4.80%,60.20%,46.50%,17.50%,20.40%,15.00%,8,46.20%,90.80%,33.10%,96.70%
21K337,International High School at Lafayette,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,84%,85%,85%,76%,71%,87%,Proficient,Proficient,Proficient,Proficient,Proficient,25-Feb-15,1.73,2.34,81.00%,2.50%,0.80%,68.20%,18.40%,48.60%,41.10%,8.70%,24.00%,25.70%,3.8,62.50%,90.80%,28.50%,97.60%
21K344,Rachel Carson High School for Coastal Studies,High School,560,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,84%,88%,83%,83%,74%,93%,Proficient,Developing,Proficient,Proficient,Proficient,December 3-4 2013,2.49,2.37,10.50%,18.90%,0.20%,60.10%,3.90%,48.20%,10.20%,22.50%,22.30%,43.60%,8.6,81.30%,86.10%,43.60%,96.50%
21K348,High School of Sports Management,High School,290,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,88%,88%,84%,83%,79%,89%,Developing,Developing,Proficient,Proficient,Proficient,22-Apr-15,2.2,2.12,4.10%,19.00%,0.30%,70.30%,10.30%,55.20%,3.80%,72.40%,16.90%,5.50%,10,70.00%,80.90%,53.70%,96.20%
21K410,Abraham Lincoln High School,High School,2341,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,87%,87%,80%,81%,67%,84%,Proficient,Developing,Developing,Proficient,Proficient,1-Apr-15,2.41,2.3,13.40%,15.40%,6.50%,65.80%,6.40%,50.40%,15.10%,39.80%,23.70%,20.10%,10.8,77.70%,82.80%,46.10%,96.10%
21K468,Kingsborough Early College School,High School,564,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,94%,98%,77%,95%,72%,91%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,4-May-15,2.8,2.76,0.90%,14.50%,0.00%,56.40%,2.90%,39.90%,6.60%,25.70%,24.30%,42.50%,9,71.40%,91.30%,26.60%,96.70%
21K525,Edward R. Murrow High School,High School,3968,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84%,89%,84%,85%,70%,92%,Proficient,Developing,Proficient,Proficient,Developing,"February 26-28, 2014",2.73,2.71,7.20%,16.90%,5.70%,53.50%,3.30%,41.10%,26.60%,22.60%,21.70%,26.70%,3.3,91.60%,91.50%,19.60%,96.00%
21K540,John Dewey High School,High School,2006,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,85%,78%,79%,75%,65%,81%,Proficient,Developing,Developing,Proficient,Proficient,14-May-15,2.42,2.5,22.60%,12.60%,3.30%,67.30%,14.10%,50.00%,35.80%,28.60%,20.70%,13.70%,3.3,65.40%,85.50%,25.50%,96.90%
